0.65	663.03	780	0.116666667	0.0015	1
0.625	663.03	785	0.116666667	0.0015	1
0.55	663.03	790	0.116666667	0.0015	1
0.5	663.03	795	0.116666667	0.0015	1
0.475	663.03	800	0.116666667	0.0015	1
0.425	663.03	805	0.116666667	0.0015	1
0.4	663.03	810	0.116666667	0.0015	1
0.325	663.03	815	0.116666667	0.0015	1
0.325	663.03	820	0.116666667	0.0015	1
0.3	663.03	825	0.116666667	0.0015	1
0.25	663.03	830	0.116666667	0.0015	1
0.325	663.03	835	0.116666667	0.0015	1
0.275	663.03	840	0.116666667	0.0015	1
0.3	663.03	845	0.116666667	0.0015	1
0.3	663.03	850	0.116666667	0.0015	1
0.225	663.03	860	0.116666667	0.0015	1
0.175	663.03	870	0.116666667	0.0015	1
0.175	663.03	875	0.116666667	0.0015	1
0.175	663.03	880	0.116666667	0.0015	1
0.65	663.03	890	0.116666667	0.0015	1
0.35	663.03	900	0.116666667	0.0015	1
0.35	663.03	910	0.116666667	0.0015	1
0.05	663.03	1000	0.116666667	0.0015	1
363.7	663.03	300	0.194444444	0.0015	1
353.5	663.03	310	0.194444444	0.0015	1
343.55	663.03	320	0.194444444	0.0015	1
263.75	663.03	400	0.194444444	0.0015	1
253.95	663.03	410	0.194444444	0.0015	1
214.2	663.03	450	0.194444444	0.0015	1
165.25	663.03	500	0.194444444	0.0015	1
155.5	663.03	510	0.194444444	0.0015	1
145.85	663.03	520	0.194444444	0.0015	1
136.1	663.03	530	0.194444444	0.0015	1
126.5	663.03	540	0.194444444	0.0015	1
116.6	663.03	550	0.194444444	0.0015	1
112.55	663.03	555	0.194444444	0.0015	1
107.4	663.03	560	0.194444444	0.0015	1
103.6	663.03	565	0.194444444	0.0015	1
98.7	663.03	570	0.194444444	0.0015	1
94.45	663.03	575	0.194444444	0.0015	1
89.15	663.03	580	0.194444444	0.0015	1
85.05	663.03	585	0.194444444	0.0015	1
81.3	663.03	590	0.194444444	0.0015	1
76.4	663.03	595	0.194444444	0.0015	1
72.5	663.03	600	0.194444444	0.0015	1
68	663.03	605	0.194444444	0.0015	1
64.25	663.03	610	0.194444444	0.0015	1
60.35	663.03	615	0.194444444	0.0015	1
56.8	663.03	620	0.194444444	0.0015	1
53.1	663.03	625	0.194444444	0.0015	1
49.75	663.03	630	0.194444444	0.0015	1
46.35	663.03	635	0.194444444	0.0015	1
42.9	663.03	640	0.194444444	0.0015	1
39.9	663.03	645	0.194444444	0.0015	1
36.85	663.03	650	0.194444444	0.0015	1
33.85	663.03	655	0.194444444	0.0015	1
31.1	663.03	660	0.194444444	0.0015	1
28.5	663.03	665	0.194444444	0.0015	1
26.15	663.03	670	0.194444444	0.0015	1
23.8	663.03	675	0.194444444	0.0015	1
21.7	663.03	680	0.194444444	0.0015	1
19.65	663.03	685	0.194444444	0.0015	1
17.8	663.03	690	0.194444444	0.0015	1
16	663.03	695	0.194444444	0.0015	1
14.4	663.03	700	0.194444444	0.0015	1
12.95	663.03	705	0.194444444	0.0015	1
11.55	663.03	710	0.194444444	0.0015	1
10.4	663.03	715	0.194444444	0.0015	1
9.25	663.03	720	0.194444444	0.0015	1
8.2	663.03	725	0.194444444	0.0015	1
7.3	663.03	730	0.194444444	0.0015	1
6.65	663.03	735	0.194444444	0.0015	1
5.75	663.03	740	0.194444444	0.0015	1
5.05	663.03	745	0.194444444	0.0015	1
4.65	663.03	750	0.194444444	0.0015	1
4.1	663.03	755	0.194444444	0.0015	1
3.55	663.03	760	0.194444444	0.0015	1
3.15	663.03	765	0.194444444	0.0015	1
2.775	663.03	770	0.194444444	0.0015	1
2.45	663.03	775	0.194444444	0.0015	1
2.175	663.03	780	0.194444444	0.0015	1
1.9	663.03	785	0.194444444	0.0015	1
1.7	663.03	790	0.194444444	0.0015	1
1.6	663.03	795	0.194444444	0.0015	1
1.45	663.03	800	0.194444444	0.0015	1
1.325	663.03	805	0.194444444	0.0015	1
1.2	663.03	810	0.194444444	0.0015	1
1.1	663.03	815	0.194444444	0.0015	1
0.95	663.03	820	0.194444444	0.0015	1
0.85	663.03	825	0.194444444	0.0015	1
0.8	663.03	830	0.194444444	0.0015	1
0.65	663.03	835	0.194444444	0.0015	1
0.575	663.03	840	0.194444444	0.0015	1
0.55	663.03	850	0.194444444	0.0015	1
0.4	663.03	860	0.194444444	0.0015	1
0.35	663.03	865	0.194444444	0.0015	1
0.3	663.03	870	0.194444444	0.0015	1
0.3	663.03	875	0.194444444	0.0015	1
0.3	663.03	880	0.194444444	0.0015	1
0.25	663.03	890	0.194444444	0.0015	1
0.25	663.03	895	0.194444444	0.0015	1
0.225	663.03	900	0.194444444	0.0015	1
0.275	663.03	905	0.194444444	0.0015	1
0.35	663.03	910	0.194444444	0.0015	1
0.225	663.03	920	0.194444444	0.0015	1
0.325	663.03	930	0.194444444	0.0015	1
0.325	663.03	940	0.194444444	0.0015	1
0.15	663.03	950	0.194444444	0.0015	1
0.125	663.03	960	0.194444444	0.0015	1
0.125	663.03	965	0.194444444	0.0015	1
0.1	663.03	970	0.194444444	0.0015	1
0.1	663.03	980	0.194444444	0.0015	1
0.15	663.03	990	0.194444444	0.0015	1
0.05	663.03	1000	0.194444444	0.0015	1
80.3	663.03	600	0.35	0.0015	1
65.8	663.03	620	0.35	0.0015	1
62.55	663.03	625	0.35	0.0015	1
59.2	663.03	630	0.35	0.0015	1
47.05	663.03	650	0.35	0.0015	1
41.65	663.03	660	0.35	0.0015	1
36.6	663.03	670	0.35	0.0015	1
34.15	663.03	675	0.35	0.0015	1
31.9	663.03	680	0.35	0.0015	1
29.8	663.03	685	0.35	0.0015	1
27.75	663.03	690	0.35	0.0015	1
26	663.03	695	0.35	0.0015	1
24.05	663.03	700	0.35	0.0015	1
22.4	663.03	705	0.35	0.0015	1
20.7	663.03	710	0.35	0.0015	1
19.35	663.03	715	0.35	0.0015	1
17.75	663.03	720	0.35	0.0015	1
16.55	663.03	725	0.35	0.0015	1
15.15	663.03	730	0.35	0.0015	1
14	663.03	735	0.35	0.0015	1
12.95	663.03	740	0.35	0.0015	1
11.85	663.03	745	0.35	0.0015	1
10.8	663.03	750	0.35	0.0015	1
10.1	663.03	755	0.35	0.0015	1
9.25	663.03	760	0.35	0.0015	1
7.8	663.03	770	0.35	0.0015	1
7.1	663.03	775	0.35	0.0015	1
6.4	663.03	780	0.35	0.0015	1
5.9	663.03	785	0.35	0.0015	1
5.5	663.03	790	0.35	0.0015	1
5	663.03	795	0.35	0.0015	1
4.6	663.03	800	0.35	0.0015	1
4.2	663.03	805	0.35	0.0015	1
3.8	663.03	810	0.35	0.0015	1
3.5	663.03	815	0.35	0.0015	1
3.2	663.03	820	0.35	0.0015	1
2.725	663.03	830	0.35	0.0015	1
2.225	663.03	835	0.35	0.0015	1
2.225	663.03	840	0.35	0.0015	1
1.875	663.03	850	0.35	0.0015	1
0.75	663.03	900	0.35	0.0015	1
0.675	663.03	925	0.35	0.0015	1
0.575	663.03	930	0.35	0.0015	1
0.7	663.03	1000	0.35	0.0015	1
38.7	663.03	700	0.622222222	0.0015	1
36.65	663.03	705	0.622222222	0.0015	1
11.9	663.03	805	0.622222222	0.0015	1
9.55	663.03	820	0.622222222	0.0015	1
380.5	663.03	285	1.205555556	0.0015	1
317.8	663.03	350	1.205555556	0.0015	1
271.4	663.03	400	1.205555556	0.0015	1
184.75	663.03	500	1.205555556	0.0015	1
147.45	663.03	550	1.205555556	0.0015	1
133.4	663.03	570	1.205555556	0.0015	1
127.1	663.03	580	1.205555556	0.0015	1
120.2	663.03	590	1.205555556	0.0015	1
114.65	663.03	600	1.205555556	0.0015	1
108.45	663.03	610	1.205555556	0.0015	1
102.35	663.03	620	1.205555556	0.0015	1
96.55	663.03	630	1.205555556	0.0015	1
91.25	663.03	640	1.205555556	0.0015	1
86.3	663.03	650	1.205555556	0.0015	1
76.15	663.03	670	1.205555556	0.0015	1
73.8	663.03	675	1.205555556	0.0015	1
71.6	663.03	680	1.205555556	0.0015	1
67.1	663.03	690	1.205555556	0.0015	1
63.05	663.03	700	1.205555556	0.0015	1
61.3	663.03	705	1.205555556	0.0015	1
59.15	663.03	710	1.205555556	0.0015	1
55.7	663.03	720	1.205555556	0.0015	1
53.7	663.03	725	1.205555556	0.0015	1
51.55	663.03	730	1.205555556	0.0015	1
48.15	663.03	740	1.205555556	0.0015	1
44.9	663.03	750	1.205555556	0.0015	1
43.5	663.03	755	1.205555556	0.0015	1
42.3	663.03	760	1.205555556	0.0015	1
39.25	663.03	770	1.205555556	0.0015	1
38.1	663.03	775	1.205555556	0.0015	1
32.6	663.03	795	1.205555556	0.0015	1
31.85	663.03	800	1.205555556	0.0015	1
29.1	663.03	810	1.205555556	0.0015	1
27.05	663.03	820	1.205555556	0.0015	1
26	663.03	825	1.205555556	0.0015	1
23.25	663.03	840	1.205555556	0.0015	1
21.85	663.03	850	1.205555556	0.0015	1
16	663.03	890	1.205555556	0.0015	1
14.65	663.03	900	1.205555556	0.0015	1
13.55	663.03	910	1.205555556	0.0015	1
12.5	663.03	920	1.205555556	0.0015	1
12.15	663.03	925	1.205555556	0.0015	1
9.8	663.03	950	1.205555556	0.0015	1
8.6	663.03	970	1.205555556	0.0015	1
6.6	663.03	1000	1.205555556	0.0015	1
6.15	663.03	1010	1.205555556	0.0015	1
4.55	663.03	1050	1.205555556	0.0015	1
2.3	663.03	1140	1.205555556	0.0015	1
