163.25	663.03	500	0.019444444	0.0015	1
24.55	663.03	640	0.019444444	0.0015	1
20.7	663.03	645	0.019444444	0.0015	1
16.45	663.03	650	0.019444444	0.0015	1
12.65	663.03	655	0.019444444	0.0015	1
9.35	663.03	660	0.019444444	0.0015	1
6.6	663.03	665	0.019444444	0.0015	1
4.55	663.03	670	0.019444444	0.0015	1
3.1	663.03	675	0.019444444	0.0015	1
2	663.03	680	0.019444444	0.0015	1
1.4	663.03	685	0.019444444	0.0015	1
0.9	663.03	690	0.019444444	0.0015	1
0.625	663.03	695	0.019444444	0.0015	1
0.5	663.03	700	0.019444444	0.0015	1
0.375	663.03	705	0.019444444	0.0015	1
0.325	663.03	710	0.019444444	0.0015	1
0.225	663.03	715	0.019444444	0.0015	1
0.25	663.03	720	0.019444444	0.0015	1
0.2	663.03	725	0.019444444	0.0015	1
0.175	663.03	730	0.019444444	0.0015	1
0.125	663.03	735	0.019444444	0.0015	1
0.15	663.03	740	0.019444444	0.0015	1
0.125	663.03	745	0.019444444	0.0015	1
0.1	663.03	750	0.019444444	0.0015	1
0.125	663.03	755	0.019444444	0.0015	1
0.1	663.03	760	0.019444444	0.0015	1
0.1	663.03	765	0.019444444	0.0015	1
0.05	663.03	770	0.019444444	0.0015	1
0.1	663.03	775	0.019444444	0.0015	1
0.1	663.03	780	0.019444444	0.0015	1
0.15	663.03	785	0.019444444	0.0015	1
0.15	663.03	790	0.019444444	0.0015	1
0.1	663.03	795	0.019444444	0.0015	1
0.1	663.03	800	0.019444444	0.0015	1
0.1	663.03	805	0.019444444	0.0015	1
0.05	663.03	810	0.019444444	0.0015	1
0.05	663.03	815	0.019444444	0.0015	1
0.05	663.03	820	0.019444444	0.0015	1
0.1	663.03	825	0.019444444	0.0015	1
0.05	663.03	830	0.019444444	0.0015	1
0.05	663.03	835	0.019444444	0.0015	1
0.05	663.03	840	0.019444444	0.0015	1
0.05	663.03	845	0.019444444	0.0015	1
0.05	663.03	850	0.019444444	0.0015	1
0.05	663.03	855	0.019444444	0.0015	1
0.05	663.03	860	0.019444444	0.0015	1
0.05	663.03	865	0.019444444	0.0015	1
0.05	663.03	870	0.019444444	0.0015	1
0.05	663.03	875	0.019444444	0.0015	1
0.05	663.03	880	0.019444444	0.0015	1
0.05	663.03	885	0.019444444	0.0015	1
0.05	663.03	890	0.019444444	0.0015	1
0.05	663.03	900	0.019444444	0.0015	1
0.05	663.03	910	0.019444444	0.0015	1
0.05	663.03	915	0.019444444	0.0015	1
105.25	663.03	560	0.116666667	0.0015	1
95.6	663.03	570	0.116666667	0.0015	1
90.95	663.03	575	0.116666667	0.0015	1
85.8	663.03	580	0.116666667	0.0015	1
81.55	663.03	585	0.116666667	0.0015	1
76.85	663.03	590	0.116666667	0.0015	1
71.5	663.03	595	0.116666667	0.0015	1
67.1	663.03	600	0.116666667	0.0015	1
63.1	663.03	605	0.116666667	0.0015	1
58.65	663.03	610	0.116666667	0.0015	1
53.8	663.03	615	0.116666667	0.0015	1
49.6	663.03	620	0.116666667	0.0015	1
45.5	663.03	625	0.116666667	0.0015	1
41.9	663.03	630	0.116666667	0.0015	1
38.1	663.03	635	0.116666667	0.0015	1
34.5	663.03	640	0.116666667	0.0015	1
31	663.03	645	0.116666667	0.0015	1
27.7	663.03	650	0.116666667	0.0015	1
24.7	663.03	655	0.116666667	0.0015	1
21.85	663.03	660	0.116666667	0.0015	1
19.25	663.03	665	0.116666667	0.0015	1
16.8	663.03	670	0.116666667	0.0015	1
14.5	663.03	675	0.116666667	0.0015	1
12.7	663.03	680	0.116666667	0.0015	1
10.8	663.03	685	0.116666667	0.0015	1
9.2	663.03	690	0.116666667	0.0015	1
7.95	663.03	695	0.116666667	0.0015	1
6.7	663.03	700	0.116666667	0.0015	1
5.7	663.03	705	0.116666667	0.0015	1
4.75	663.03	710	0.116666667	0.0015	1
4.1	663.03	715	0.116666667	0.0015	1
3.4	663.03	720	0.116666667	0.0015	1
2.875	663.03	725	0.116666667	0.0015	1
2.425	663.03	730	0.116666667	0.0015	1
2.075	663.03	735	0.116666667	0.0015	1
1.8	663.03	740	0.116666667	0.0015	1
1.55	663.03	745	0.116666667	0.0015	1
1.4	663.03	750	0.116666667	0.0015	1
1.225	663.03	755	0.116666667	0.0015	1
1.075	663.03	760	0.116666667	0.0015	1
0.925	663.03	765	0.116666667	0.0015	1
0.825	663.03	770	0.116666667	0.0015	1
0.75	663.03	775	0.116666667	0.0015	1
